station,lines,exit_no,lat,lng
서울역,1;4,10,37.554066,126.973764
서울역,1;4,10,37.554066,126.973764
서울역,1;4,10,37.554066,126.973764
서울역,강릉선 KTX: 서울 → 강릉;경부선 ITX-새마을 (필수정차): 서울 → 부산;경부선 KTX: 서울 → 대전;경부선 KTX: 서울 → 동대구;경부선 KTX: 서울 → 부산;경부선 KTX: 서울 → 부산 (구포경유);경부선 KTX: 서울 → 부산 (수원경유);경부선 무궁화호 (필수정차): 서울 → 부산,11,37.553443,126.973117
서울역,1;4,11,37.553443,126.973117
서울역,1;4,11,37.553443,126.973117
서울역,1;4,11,37.553443,126.973117
서울역,1;4,11,37.553443,126.973117
서울역,강릉선 KTX: 서울 → 강릉;경부선 ITX-새마을 (필수정차): 서울 → 부산;경부선 KTX: 서울 → 대전;경부선 KTX: 서울 → 동대구;경부선 KTX: 서울 → 부산;경부선 KTX: 서울 → 부산 (구포경유);경부선 KTX: 서울 → 부산 (수원경유);경부선 무궁화호 (필수정차): 서울 → 부산,12,37.552511,126.972734
서울역,1;4,12,37.552511,126.972734
서울역,1;4,12,37.552511,126.972734
서울역,강릉선 KTX: 서울 → 강릉;경부선 ITX-새마을 (필수정차): 서울 → 부산;경부선 KTX: 서울 → 대전;경부선 KTX: 서울 → 동대구;경부선 KTX: 서울 → 부산;경부선 KTX: 서울 → 부산 (구포경유);경부선 KTX: 서울 → 부산 (수원경유);경부선 무궁화호 (필수정차): 서울 → 부산,13,37.552633,126.972299
서울역,1;4,13,37.552633,126.972299
서울역,1;4,13,37.552633,126.972299
서울역,강릉선 KTX: 서울 → 강릉;경부선 ITX-새마을 (필수정차): 서울 → 부산;경부선 KTX: 서울 → 대전;경부선 KTX: 서울 → 동대구;경부선 KTX: 서울 → 부산;경부선 KTX: 서울 → 부산 (구포경유);경부선 KTX: 서울 → 부산 (수원경유);경부선 무궁화호 (필수정차): 서울 → 부산,14,37.553573,126.972458
서울역,1;4,14,37.553573,126.972458
서울역,1;4,14,37.553573,126.972458
서울역,1;4,14,37.553573,126.972458
서울역,1;4,14,37.553573,126.972458
서울역,강릉선 KTX: 서울 → 강릉;경부선 ITX-새마을 (필수정차): 서울 → 부산;경부선 KTX: 서울 → 대전;경부선 KTX: 서울 → 동대구;경부선 KTX: 서울 → 부산;경부선 KTX: 서울 → 부산 (구포경유);경부선 KTX: 서울 → 부산 (수원경유);경부선 무궁화호 (필수정차): 서울 → 부산,15,37.553457,126.969278
서울역,1;4,15,37.553457,126.969278
서울역,1;4,15,37.553457,126.969278
서울역,강릉선 KTX: 서울 → 강릉;경부선 ITX-새마을 (필수정차): 서울 → 부산;경부선 KTX: 서울 → 대전;경부선 KTX: 서울 → 동대구;경부선 KTX: 서울 → 부산;경부선 KTX: 서울 → 부산 (구포경유);경부선 KTX: 서울 → 부산 (수원경유);경부선 무궁화호 (필수정차): 서울 → 부산,2,37.554536,126.971704
서울역,1;4,2,37.554536,126.971704
서울역,1;4,2,37.554536,126.971704
서울역,1;4,2,37.554536,126.971704
서울역,1;4,2,37.554536,126.971704
서울역,강릉선 KTX: 서울 → 강릉;경부선 ITX-새마을 (필수정차): 서울 → 부산;경부선 KTX: 서울 → 대전;경부선 KTX: 서울 → 동대구;경부선 KTX: 서울 → 부산;경부선 KTX: 서울 → 부산 (구포경유);경부선 KTX: 서울 → 부산 (수원경유);경부선 무궁화호 (필수정차): 서울 → 부산,2,37.556253,126.972089
서울역,1;4,2,37.556253,126.972089
서울역,1;4,2,37.556253,126.972089
서울역,강릉선 KTX: 서울 → 강릉;경부선 ITX-새마을 (필수정차): 서울 → 부산;경부선 KTX: 서울 → 대전;경부선 KTX: 서울 → 동대구;경부선 KTX: 서울 → 부산;경부선 KTX: 서울 → 부산 (구포경유);경부선 KTX: 서울 → 부산 (수원경유);경부선 무궁화호 (필수정차): 서울 → 부산,3,37.554491,126.969912
서울역,1;4,3,37.554491,126.969912
서울역,1;4,3,37.554491,126.969912
서울역,1;4,3,37.554491,126.969912
서울역,1;4,3,37.554491,126.969912
서울역,1;4,3,37.557662,126.97274
서울역,1;4,3,37.557662,126.97274
서울역,1;4,4,37.557394,126.973061
서울역,1;4,4,37.557394,126.973061
서울역,1;4,5,37.557063,126.972983
서울역,1;4,5,37.557063,126.972983
서울역,1;4,6,37.556743,126.973264
서울역,1;4,6,37.556743,126.973264
서울역,1;4,7,37.556652,126.973588
서울역,1;4,7,37.556652,126.973588
서울역,강릉선 KTX: 서울 → 강릉;경부선 ITX-새마을 (필수정차): 서울 → 부산;경부선 KTX: 서울 → 대전;경부선 KTX: 서울 → 동대구;경부선 KTX: 서울 → 부산;경부선 KTX: 서울 → 부산 (구포경유);경부선 KTX: 서울 → 부산 (수원경유);경부선 무궁화호 (필수정차): 서울 → 부산,8,37.556155,126.973446
서울역,1;4,8,37.556155,126.973446
서울역,1;4,8,37.556155,126.973446
서울역,강릉선 KTX: 서울 → 강릉;경부선 ITX-새마을 (필수정차): 서울 → 부산;경부선 KTX: 서울 → 대전;경부선 KTX: 서울 → 동대구;경부선 KTX: 서울 → 부산;경부선 KTX: 서울 → 부산 (구포경유);경부선 KTX: 서울 → 부산 (수원경유);경부선 무궁화호 (필수정차): 서울 → 부산,9,37.555932,126.973262
서울역,1;4,9,37.555932,126.973262
서울역,1;4,9,37.555932,126.973262
서울역,강릉선 KTX: 서울 → 강릉;경부선 ITX-새마을 (필수정차): 서울 → 부산;경부선 KTX: 서울 → 대전;경부선 KTX: 서울 → 동대구;경부선 KTX: 서울 → 부산;경부선 KTX: 서울 → 부산 (구포경유);경부선 KTX: 서울 → 부산 (수원경유);경부선 무궁화호 (필수정차): 서울 → 부산,9-1,37.554947,126.97277
서울역,1;4,9-1,37.554947,126.97277
서울역,1;4,9-1,37.554947,126.97277
서울역,1;4,9-1,37.554947,126.97277
서울지방병무청역,Silim,,37.505963,126.922724
서울지방병무청역,Silim,1,37.505984,126.922854
서울지방병무청역,Silim,2,37.505671,126.922502
서원역,Silim,,37.478211,126.933012
서원역,Silim,1,37.478362,126.933003
서원역,Silim,2,37.478286,126.933283
서초역,2,,37.491775,127.007681
서초역,2,1,37.491742,127.008215
서초역,2,2,37.491565,127.008096
서초역,2,3,37.491416,127.007627
서초역,2,4,37.491528,127.007373
서초역,2,5,37.491801,127.007137
서초역,2,6,37.491976,127.007256
서초역,2,7,37.492288,127.007675
서초역,2,8,37.492114,127.008038
서해구청역,I2,,37.543978,126.676816
서해구청역,I2,1,37.544128,126.677031
서해구청역,I2,2,37.543526,126.677007
서해구청역,I2,3,37.543446,126.676663
서해구청역,I2,4,37.544159,126.676698
서현역,수인·분당,,37.38491,127.123333
서현역,수인·분당,1,37.384999,127.123723
서현역,수인·분당,2,37.384273,127.124101
서현역,수인·분당,3,37.384552,127.123117
서현역,수인·분당,4,37.384754,127.122876
서현역,수인·분당,5,37.385204,127.123529
석계역,1;6,,37.614808,127.065839
석계역,1;6,1,37.614965,127.06531
석계역,1;6,2,37.615273,127.066626
석계역,1;6,3,37.615467,127.067557
석계역,1;6,4,37.614772,127.066717
석계역,1;6,5,37.613779,127.065879
석계역,1;6,6,37.614548,127.065661
석계역,1;6,7,37.614409,127.065136
석남역,7,,37.506286,126.674637
석남역,7,,37.507283,126.676213
석남역,7,1,37.507826,126.676535
석남역,7,1,37.507826,126.676535
석남역,7,2,37.506232,126.673124
석남역,7,2,37.506232,126.673124
석남역,7,2,37.506372,126.676698
석남역,7,2,37.506372,126.676698
석남역,7,2,37.506493,126.673161
석남역,7,2,37.506493,126.673161
석남역,7,3,37.505803,126.676449
석남역,7,3,37.505803,126.676449
석남역,7,4,37.506163,126.675471
석남역,7,4,37.506163,126.675471
석남역,7,7,37.506404,126.675453
석남역,7,7,37.506404,126.675453
석남역,7,8,37.506643,126.675981
석남역,7,8,37.506643,126.675981
석대역,,,35.218119,129.136848
석대역,,1,35.218139,129.137257
석대역,,2,35.218019,129.13706
석바위시장역,I2,,37.457681,126.692211
석바위시장역,I2,1,37.457806,126.692325
석바위시장역,I2,2,37.457558,126.692283
석수역,1,,37.435133,126.902306
석수역,1,1,37.434357,126.902715
석수역,1,2,37.434283,126.902176
석천사거리역,I2,,37.456734,126.710779
석천사거리역,I2,1,37.45701,126.71033
석천사거리역,I2,2,37.456892,126.711138
석천사거리역,I2,3,37.456606,126.711087
석천사거리역,I2,4,37.456688,126.710285
석촌고분역,9,,37.502444,127.096614
석촌고분역,9,1,37.502651,127.096812
석촌고분역,9,2,37.502643,127.097206
석촌고분역,9,3,37.502226,127.097158
석촌고분역,9,4,37.502238,127.096791
석촌역,8;9,,37.505295,127.107111
석촌역,8;9,1,37.505646,127.107193
석촌역,8;9,2,37.505654,127.107617
석촌역,8;9,3,37.505372,127.107866
석촌역,8;9,4,37.505009,127.107656
석촌역,8;9,5,37.504804,127.107199
석촌역,8;9,6,37.504814,127.106667
석촌역,8;9,7,37.505027,127.106489
석촌역,8;9,8,37.505404,127.106651
선릉역,2,,37.504475,127.048951
선릉역,2,,37.505176,127.048708
선릉역,2,1,37.504478,127.049941
선릉역,2,1,37.504478,127.049941
선릉역,2,10,37.504921,127.049678
선릉역,2,10,37.504921,127.049678
선릉역,2,2,37.504039,127.049304
선릉역,2,2,37.504039,127.049304
선릉역,2,3,37.504032,127.049155
선릉역,2,3,37.504032,127.049155
선릉역,2,4,37.503854,127.047812
선릉역,2,4,37.503854,127.047812
선릉역,2,5,37.504382,127.04774
선릉역,2,5,37.504382,127.04774
선릉역,2,6,37.504571,127.048482
선릉역,2,6,37.504571,127.048482
선릉역,2,7,37.504976,127.048564
선릉역,2,7,37.504976,127.048564
선릉역,2,8,37.505013,127.048895
선릉역,2,8,37.505013,127.048895
선릉역,2,9,37.504821,127.049304
선릉역,2,9,37.504821,127.049304
선바위역,4,,37.451805,127.002111
선바위역,4,1,37.451859,127.001318
선바위역,4,2,37.45212,127.000989
선바위역,4,3,37.452379,127.001259
선바위역,4,4,37.451364,127.002755
선바위역,4,5,37.451005,127.002995
선바위역,4,6,37.450771,127.00272
선부역,서해,,37.334457,126.809899
선부역,서해,1,37.335072,126.810418
선부역,서해,2,37.334747,126.810761
선부역,서해,3,37.334145,126.810586
선부역,서해,4,37.334225,126.809236
선부역,서해,5,37.334571,126.809274
선유도역,9,,37.537859,126.893982
선유도역,9,1,37.538106,126.893664
선유도역,9,1,37.538108,126.893663
선유도역,9,2,37.538194,126.89404
선유도역,9,3,37.537975,126.894149
선유도역,9,4,37.537786,126.894289
선유도역,9,5,37.537616,126.894197
선유도역,9,6,37.537657,126.893915
선유도역,9,7,37.537686,126.893679
선유도역,9,8,37.537918,126.893538
선유도역,9,8,37.537937,126.893501
선정릉역,9,,37.510253,127.043859
선정릉역,9,,37.510731,127.043695
선정릉역,9,1,37.510216,127.043271
선정릉역,9,1,37.510216,127.043271
선정릉역,9,2,37.51056,127.044551
선정릉역,9,2,37.51056,127.044551
선정릉역,9,3,37.510388,127.044622
선정릉역,9,3,37.510388,127.044622
선정릉역,9,4,37.510043,127.043416
선정릉역,9,4,37.510043,127.043416
선학역,인천1,,37.427241,126.698989
선학역,인천1,1,37.427267,126.699234
선학역,인천1,2,37.426779,126.699202
선학역,인천1,3,37.426798,126.698686
선학역,인천1,4,37.427264,126.698726
성균관대역,1,,37.300285,126.971178
성균관대역,1,1,37.300148,126.972369
성균관대역,1,4,37.300462,126.971236
성남역,경강,,37.393689,127.120584
성남역,경강,,37.394691,127.119412
성남역,경강,1,37.393739,127.12024
성남역,경강,1,37.393739,127.12024
성남역,경강,2,37.394805,127.11869
성남역,경강,2,37.394805,127.11869
성남역,경강,3,37.394832,127.119417
성남역,경강,3,37.394832,127.119417
성남역,경강,4,37.394898,127.120014
성남역,경강,4,37.394898,127.120014
성남역,경강,5,37.394618,127.121368
성남역,경강,5,37.394618,127.121368
성복역,신분당,,37.3135,127.080377
성복역,신분당,1,37.313486,127.080647
성복역,신분당,2,37.312955,127.080764
성복역,신분당,3,37.312655,127.08057
성복역,신분당,4,37.313114,127.079551
성복역,신분당,5,37.313651,127.080242
성수역,2,,37.544569,127.056102
성수역,2,1,37.54504,127.055124
성수역,2,2,37.544426,127.057032
성수역,2,3,37.544153,127.056917
성수역,2,4,37.544745,127.055007
성신여대입구역,4,,37.592419,127.016529
성신여대입구역,4,,37.592675,127.016476
성신여대입구역,4,1,37.592652,127.016873
성신여대입구역,4,1,37.592652,127.016873
성신여대입구역,4,2,37.592412,127.016639
성신여대입구역,4,2,37.592412,127.016639
성신여대입구역,4,3,37.592392,127.016192
성신여대입구역,4,3,37.592392,127.016192
성신여대입구역,4,4,37.592648,127.015876
성신여대입구역,4,4,37.592648,127.015876
성신여대입구역,4,5,37.59285,127.016298
성신여대입구역,4,5,37.59285,127.016298
성신여대입구역,4,6,37.592977,127.016526
성신여대입구역,4,6,37.592977,127.016526
성신여대입구역,4,7,37.592953,127.016794
성신여대입구역,4,7,37.592953,127.016794
센텀시티역,2,,35.168592,129.131217
센텀시티역,2,1,35.16895,129.132749
센텀시티역,2,10,35.168753,129.131045
센텀시티역,2,11,35.168294,129.131426
센텀시티역,2,12,35.16853,129.130628
센텀시티역,2,13,35.168177,129.130842
센텀시티역,2,2,35.169567,129.132561
센텀시티역,2,3,35.168846,129.132576
센텀시티역,2,4,35.169615,129.132225
센텀시티역,2,5,35.168901,129.132191
센텀시티역,2,6,35.169501,129.132004
센텀시티역,2,7,35.168591,129.13154
센텀시티역,2,8,35.169161,129.131785
센텀시티역,2,9,35.168413,129.131526
센텀역,동해,,35.179456,129.124519
센텀역,동해,1,35.180089,129.124524
센텀역,동해,2,35.179712,129.123835
센텀역,동해,3,35.180068,129.124028
센트럴파크역,인천1,,37.393507,126.634561
센트럴파크역,인천1,1,37.393054,126.634102
센트럴파크역,인천1,2,37.393439,126.63349
센트럴파크역,인천1,2,37.393445,126.633481
센트럴파크역,인천1,3,37.393397,126.634971
센트럴파크역,인천1,4,37.3934,126.634946
소래포구역,수인·분당,,37.400917,126.733525
소래포구역,수인·분당,1,37.400807,126.733483
소래포구역,수인·분당,2,37.401106,126.733689
소사역,1,,37.482766,126.79559
소사역,1,,37.482999,126.795017
소사역,1,1,37.482488,126.79586
소사역,1,1,37.482488,126.79586
소사역,1,2,37.482562,126.795265
소사역,1,2,37.482562,126.795265
소사역,1,3,37.482918,126.795254
소사역,1,3,37.482918,126.795254
소사역,1,4,37.482123,126.795361
소사역,1,4,37.482123,126.795361
소사역,1,5,37.482176,126.794973
소사역,1,5,37.482176,126.794973
소사역,1,6,37.483528,126.794447
소사역,1,6,37.483528,126.794447
소사역,1,7,37.48347,126.795001
소사역,1,7,37.48347,126.795001
소새울역,서해,,37.468874,126.797099
소새울역,서해,1,37.469158,126.797171
소새울역,서해,2,37.468417,126.797517
소새울역,서해,3,37.468221,126.797193
소새울역,서해,4,37.469331,126.796567
소태역,1,,35.123609,126.932226
소태역,1,1,35.122559,126.932484
소태역,1,2,35.124266,126.931947
소태역,1,3,35.124371,126.932247
소태역,1,4,35.122239,126.932999
솔밭공원역,W,,37.65607,127.013249
솔밭공원역,W,1,37.655886,127.013392
솔밭공원역,W,2,37.656096,127.013116
솔샘역,W,,37.620166,127.013841
솔샘역,W,1,37.620176,127.012898
솔샘역,W,2,37.620308,127.013868
송내역,1,,37.487704,126.752885
송내역,1,1,37.487383,126.753183
송내역,1,2,37.487863,126.753212
송내역,1,3,37.487817,126.753858
송도달빛축제공원역,인천1,,37.406805,126.626106
송도달빛축제공원역,인천1,1,37.406683,126.625829
송도달빛축제공원역,인천1,2,37.407171,126.625523
송도달빛축제공원역,인천1,3,37.407369,126.626057
송도달빛축제공원역,인천1,4,37.406921,126.626341
송도역,수인·분당,,37.429938,126.654715
송도역,수인·분당,1,37.429547,126.654517
송산역,U;의정부경전철: 발곡 → 차량기지임시승강장;의정부경전철: 차량기지임시승강장 → 탑석,,37.737263,127.087251
송산역,U;의정부경전철: 발곡 → 차량기지임시승강장;의정부경전철: 차량기지임시승강장 → 탑석,1,37.737189,127.087169
송산역,U;의정부경전철: 발곡 → 차량기지임시승강장;의정부경전철: 차량기지임시승강장 → 탑석,2,37.737242,127.087421
송정공원역,1,,35.143571,126.799536
송정공원역,1,1,35.143493,126.799952
송정공원역,1,2,35.143419,126.799163
송정공원역,1,3,35.143709,126.799131
송정공원역,1,4,35.143755,126.799767
송정역,동해,,35.187725,129.202064
송정역,5,,37.561277,126.811943
송정역,동해,1,35.187478,129.202521
송정역,5,1,37.561515,126.811126
송정역,5,1,37.56345,126.810226
송정역,동해,2,35.187246,129.202292
송정역,5,2,37.56146,126.81163
송정역,5,3,37.561109,126.811555
송정역,5,4,37.561164,126.811091
송정역,5,4,37.56332,126.810289
송추역,교외선 무궁화호: 대곡 → 의정부;교외선 무궁화호: 의정부 → 대곡,,37.720792,126.979407
송파나루역,9,,37.511245,127.112795
송파나루역,9,1,37.510214,127.111889
송파나루역,9,2,37.51061,127.112121
송파나루역,9,3,37.51038,127.112605
송파나루역,9,4,37.509999,127.112394
송파역,8,,37.499725,127.112182
송파역,8,1,37.499794,127.112509
송파역,8,2,37.49936,127.112912
송파역,8,3,37.499105,127.112426
송파역,8,4,37.499536,127.112038
수내역,수인·분당,,37.378406,127.114245
수내역,수인·분당,1,37.378589,127.114717
수내역,수인·분당,2,37.378009,127.113936
수내역,수인·분당,3,37.378171,127.113748
수내역,수인·분당,4,37.378734,127.11455
수락산역,7,,37.677804,127.055343
수락산역,7,1,37.678803,127.055529
수락산역,7,2,37.677923,127.055492
수락산역,7,3,37.677695,127.056246
수락산역,7,4,37.676909,127.055139
수락산역,7,5,37.678064,127.05513
수락산역,7,6,37.678803,127.055149
수로왕릉역,BGL,,35.232843,128.872099
수로왕릉역,BGL,1,35.232512,128.871799
수로왕릉역,BGL,2,35.232582,128.872206
수색역,경의·중앙,,37.580758,126.895553
수색역,경의·중앙,1,37.581352,126.895322
수서역,3,,37.485099,127.104689
수서역,3,,37.486016,127.102279
수서역,3,,37.487416,127.10184
수서역,3,,37.487658,127.101152
수서역,3,1,37.487271,127.100768
수서역,3,1,37.487271,127.100768
수서역,3,1,37.487271,127.100768
수서역,3,1-1,37.487461,127.10096
수서역,3,1-1,37.487461,127.10096
수서역,3,1-1,37.487461,127.10096
수서역,3,2,37.487766,127.101472
수서역,3,2,37.487766,127.101472
수서역,3,2,37.487766,127.101472
수서역,3,3,37.487726,127.102258
수서역,3,3,37.487726,127.102258
수서역,3,3,37.487726,127.102258
수서역,3,4,37.487052,127.102546
수서역,3,4,37.487052,127.102546
수서역,3,4,37.487052,127.102546
수서역,3,4,37.487052,127.102546
수서역,3,5,37.487164,127.10216
수서역,3,5,37.487164,127.10216
수서역,3,5,37.487164,127.10216
수서역,3,5-1,37.485708,127.103581
수서역,3,5-1,37.485708,127.103581
수서역,3,5-1,37.485708,127.103581
수서역,3,5-2,37.485469,127.103234
수서역,3,5-2,37.485469,127.103234
수서역,3,5-2,37.485469,127.103234
수서역,3,6,37.486907,127.101785
수서역,3,6,37.486907,127.101785
수서역,3,6,37.486907,127.101785
수서역,3,7,37.48708,127.101149
수서역,3,7,37.48708,127.101149
수서역,3,7,37.48708,127.101149
수안역,,,35.201804,129.083916
수안역,,1,35.202096,129.083303
수안역,,2,35.201824,129.083405
수안역,,3,35.202223,129.083516
수안역,,4,35.201412,129.08385
수안역,,5,35.202121,129.083915
수안역,,6,35.201293,129.084147
수안역,,7,35.20178,129.084232
수안역,,8,35.201523,129.084335
수영역,2;3,,35.165414,129.114705
수영역,2;3,1,35.167751,129.115396
수영역,2;3,10,35.165553,129.114634
수영역,2;3,11,35.166129,129.115018
수영역,2;3,12,35.164238,129.114339
수영역,2;3,13,35.165456,129.114876
수영역,2;3,14,35.163703,129.11424
수영역,2;3,15,35.1642,129.114647
수영역,2;3,17,35.163671,129.114551
수영역,2;3,2,35.167722,129.11484
수영역,2;3,3,35.167694,129.115905
수영역,2;3,4,35.167472,129.114674
수영역,2;3,5,35.167521,129.11599
수영역,2;3,6,35.166961,129.114909
수영역,2;3,7,35.167158,129.115648
수영역,2;3,8,35.166162,129.114767
수영역,2;3,9,35.166902,129.115231
수유역,4,,37.637993,127.025723
수유역,4,1,37.638282,127.026219
수유역,4,2,37.638062,127.025953
수유역,4,3,37.637354,127.02519
수유역,4,4,37.637091,127.02492
수유역,4,5,37.637235,127.024654
수유역,4,6,37.637428,127.024885
수유역,4,7,37.638213,127.025681
수유역,4,8,37.638442,127.025929
수정역,2,,35.223299,129.00919
수정역,2,1,35.22314,129.008941
수정역,2,2,35.222714,129.009133
수정역,2,3,35.223647,129.008943
수정역,2,4,35.223498,129.009446
수지구청역,신분당,,37.322537,127.094755
수지구청역,신분당,1,37.322767,127.095458
수지구청역,신분당,2,37.322275,127.094554
수지구청역,신분당,3,37.32247,127.094347
수지구청역,신분당,3,37.323531,127.094583
수지구청역,신분당,4,37.322991,127.095258
수진역,8,,37.437443,127.140686
수진역,8,1,37.437412,127.141367
수진역,8,2,37.437209,127.140959
수진역,8,3,37.437637,127.140441
수진역,8,4,37.437925,127.141033
숙대입구역,4,,37.545134,126.971957
숙대입구역,4,1,37.545471,126.97208
숙대입구역,4,10,37.54537,126.971703
숙대입구역,4,2,37.545265,126.972296
숙대입구역,4,3,37.544997,126.972328
숙대입구역,4,4,37.544729,126.972271
숙대입구역,4,5,37.544142,126.972421
숙대입구역,4,6,37.543797,126.9725
숙대입구역,4,7,37.543731,126.972097
숙대입구역,4,8,37.544057,126.972032
숙대입구역,4,9,37.544683,126.971882
숙등역,3,,35.211998,129.012753
숙등역,3,1,35.212291,129.014421
숙등역,3,2,35.212442,129.014347
숙등역,3,3,35.212094,129.013571
숙등역,3,4,35.212237,129.01348
숙등역,3,5,35.211748,129.012276
숙등역,3,6,35.211931,129.012223
숭실대입구역,7,,37.495686,126.954133
숭실대입구역,7,1,37.495139,126.954411
숭실대입구역,7,2,37.495653,126.953948
숭실대입구역,7,3,37.495959,126.954119
숭실대입구역,7,4,37.495304,126.954663
숭의역,수인·분당,,37.460793,126.638235
숭의역,수인·분당,1,37.460418,126.638748
숭의역,수인·분당,2,37.460508,126.637831
숭의역,수인·분당,3,37.46148,126.637744
숭의역,수인·분당,4,37.46098,126.638412
시민공원역,I2,,37.45841,126.68083
시민공원역,I2,1,37.458535,126.681212
시민공원역,I2,2,37.458286,126.681017
시우역,서해,,37.313114,126.795638
시우역,서해,1,37.313044,126.795927
시우역,서해,2,37.312821,126.795033
시우역,서해,3,37.313104,126.794932
시우역,서해,4,37.313276,126.795656
시청역,1,,35.179751,129.076521
시청역,1;2,,37.56333,126.974787
시청역,1;2,,37.56548,126.977114
시청역,1,1,35.179209,129.075946
시청역,1;2,1,37.564607,126.976725
시청역,1;2,1,37.564607,126.976725
시청역,1;2,1,37.566175,126.979224
시청역,1;2,10,37.563313,126.973992
시청역,1;2,11,37.563832,126.975619
시청역,1;2,11,37.563832,126.975619
시청역,1;2,12,37.564224,126.976392
시청역,1;2,12,37.564224,126.976392
시청역,1,2,35.17899,129.076223
시청역,1;2,2,37.565767,126.976863
시청역,1;2,2,37.566076,126.979363
시청역,1,3,35.179538,129.076227
시청역,1;2,3,37.565755,126.97908
시청역,1;2,3,37.56599,126.976867
시청역,1,4,35.179355,129.076505
시청역,1;2,4,37.566864,126.977367
시청역,1,5,35.17995,129.076585
시청역,1;2,5,37.566112,126.977432
시청역,1,6,35.179837,129.076891
시청역,1;2,6,37.564835,126.977696
시청역,1,7,35.180427,129.076976
시청역,1;2,7,37.564285,126.977343
시청역,1;2,7,37.564285,126.977343
시청역,1,8,35.180119,129.077113
시청역,1;2,8,37.563712,126.976476
시청역,1;2,8,37.563712,126.976476
시청역,1;2,9,37.562892,126.974053
시흥능곡역,서해,,37.370085,126.808751
시흥능곡역,서해,1,37.370125,126.809519
시흥능곡역,서해,2,37.369609,126.808967
시흥능곡역,서해,3,37.370136,126.807679
시흥능곡역,서해,4,37.370522,126.807585
시흥대야역,서해,,37.450345,126.793122
시흥대야역,서해,1,37.450707,126.793328
시흥대야역,서해,2,37.449619,126.792761
시흥대야역,서해,3,37.451096,126.79237
시흥시청역,서해,,37.382078,126.805746
시흥시청역,서해,1,37.382285,126.805813
시흥시청역,서해,2,37.381728,126.806001
시흥시청역,서해,3,37.382327,126.805466
신검단중앙역,인천1,,37.602676,126.698526
신검단중앙역,인천1,1,37.602836,126.697896
신검단중앙역,인천1,2,37.603223,126.698588
신검단중앙역,인천1,3,37.602269,126.698652
신검단중앙역,인천1,4,37.602511,126.697967
신금호역,5,,37.554429,127.020248
신금호역,5,1,37.554648,127.019803
신금호역,5,2,37.554939,127.01993
신금호역,5,3,37.55482,127.020113
신금호역,5,4,37.554457,127.020296
신금호역,5,5,37.554378,127.019813
신길역,1;5,,37.516649,126.918744
신길역,1;5,,37.517508,126.916352
신길역,1;5,1,37.516839,126.917098
신길역,1;5,1,37.516839,126.917098
신길역,1;5,2,37.517142,126.916945
신길역,1;5,2,37.517142,126.916945
신길역,1;5,3,37.517739,126.914405
신길온천역,4,,37.337538,126.7673
신길온천역,4,1,37.337241,126.767218
신길온천역,4,2,37.33769,126.767549
신내역,6,,37.612551,127.10409
신내역,6,,37.612648,127.103242
신내역,6,1,37.612636,127.102998
신내역,6,1,37.612636,127.102998
신내역,6,2,37.613448,127.103605
신내역,6,2,37.613448,127.103605
신내역,6,3,37.613156,127.103656
신내역,6,3,37.613156,127.103656
신내역,6,4,37.612451,127.103533
신내역,6,4,37.612451,127.103533
신논현역,9,,37.504322,127.024531
신논현역,9,1,37.5044,127.023997
신논현역,9,2,37.504651,127.024169
신논현역,9,3,37.504722,127.024629
신논현역,9,4,37.504627,127.02522
신논현역,9,5,37.504187,127.024894
신논현역,9,6,37.503095,127.025406
신논현역,9,7,37.502952,127.025015
신논현역,9,8,37.504044,127.024449
신논현역,9,9,37.504111,127.023976
신답역,2,,37.569719,127.047127
신답역,2,1,37.569856,127.047362
신당역,2;6,,37.565384,127.016252
신당역,2;6,1,37.56569,127.018577
신당역,2;6,10,37.567028,127.015896
신당역,2;6,11,37.566887,127.016287
신당역,2;6,11-1,37.566755,127.016347
신당역,2;6,12,37.56556,127.016484
신당역,2;6,4,37.565584,127.01872
신당역,2;6,5,37.565256,127.016606
신당역,2;6,6,37.565032,127.016305
신당역,2;6,7,37.565005,127.015974
신당역,2;6,8,37.565161,127.015999
신당역,2;6,9,37.565427,127.01594
신대방삼거리역,7,,37.499706,126.928225
신대방삼거리역,7,1,37.499617,126.929198
신대방삼거리역,7,2,37.499592,126.928414
신대방삼거리역,7,3,37.49968,126.926859
신대방삼거리역,7,4,37.499851,126.926849
신대방삼거리역,7,5,37.499835,126.928403
신대방삼거리역,7,6,37.499805,126.929212
신대방역,2,,37.487595,126.913392
신대방역,2,1,37.487298,126.913186
신대방역,2,2,37.487208,126.913036
신대방역,2,3,37.4874,126.912807
신대방역,2,4,37.487481,126.912952
신도림역,1;2,,37.50894,126.891226
신도림역,1;2,,37.509133,126.891665
신도림역,1;2,1,37.509338,126.890713
신도림역,1;2,1,37.509338,126.890713
신도림역,1;2,2,37.507898,126.891764
신도림역,1;2,2,37.507898,126.891764
신도림역,1;2,3,37.507895,126.891483
신도림역,1;2,3,37.507895,126.891483
신도림역,1;2,4,37.508529,126.891261
신도림역,1;2,4,37.508529,126.891261
신도림역,1;2,5,37.509153,126.890557
신도림역,1;2,5,37.509153,126.890557
신도림역,1;2,6,37.509514,126.891255
신도림역,1;2,6,37.509514,126.891255
신림역,2,,37.484232,126.92968
신림역,2,,37.484659,126.92961
신림역,2,1,37.484175,126.930151
신림역,2,1,37.484175,126.930151
신림역,2,2,37.483939,126.929836
신림역,2,2,37.483939,126.929836
